id,latitude,longitude,common_name,new_name
155364042,34.1021611667,-118.650305,Blue Dicks,Blue dick
155364070,34.1021583333,-118.650305,Blue Dicks,Blue dick
155278151,37.6130199644,-121.8896034497,Blue Dicks,Blue dick
153942534,36.6307966667,-121.73835,Blue Dicks,Blue dick
153254387,34.0132833333,-116.6267466667,Blue Dicks,Blue dick
153269271,33.5735445159,-117.7490659431,Blue Dicks,Blue dick
153288578,37.5054633333,-121.817825,Blue Dicks,Blue dick
153252073,37.1758663933,-121.7619523779,Blue Dicks,Blue dick
155403647,37.4099283333,-121.4197833333,Blue Dicks,Blue dick
153285234,34.0860958344,-119.0355346865,Blue Dicks,Blue dick
155407283,39.2947916667,-121.185555,Blue Dicks,Blue dick
153274561,40.2597111746,-122.2011379525,Blue Dicks,Blue dick
153249051,36.3951672,-121.6157457997,Blue Dicks,Blue dick
153274266,33.6510481,-117.65559296,Blue Dicks,Blue dick
153846329,33.5630583333,-117.5633916667,Blue Dicks,Blue dick
155425079,33.791825,-117.7469466667,Blue Dicks,Blue dick
155285328,38.93438,-121.0106583333,Blue Dicks,Blue dick
155425474,34.0210629248,-119.6898653208,Blue Dicks,Blue dick
155284261,37.1493444444,-121.7947638889,Blue Dicks,Blue dick
155353797,34.728052086,-118.4807512918,Blue Dicks,Blue dick
155284167,32.7760391955,-117.188677323,Blue Dicks,Blue dick
155426089,34.0641278333,-118.9329133333,Blue Dicks,Blue dick
155404944,38.8245283333,-122.3500966667,Blue Dicks,Blue dick
155283344,34.0445638889,-119.5621,Blue Dicks,Blue dick
155404567,32.983215332,-117.0489349365,Blue Dicks,Blue dick
153985558,38.6194743589,-121.3074420021,Blue Dicks,Blue dick
153251119,34.0163888833,-116.62938,Blue Dicks,Blue dick
154006685,33.8572296835,-117.7056031373,Blue Dicks,Blue dick
153251309,33.7445633333,-118.4087133333,Blue Dicks,Blue dick
155426147,33.6745316667,-117.6480316667,Blue Dicks,Blue dick
155283273,37.3602616667,-122.2313616667,Blue Dicks,Blue dick
155426779,38.7950055556,-121.1257861111,Blue Dicks,Blue dick
155426818,34.2588116667,-118.6217583333,Blue Dicks,Blue dick
153876036,34.1335066667,-118.5474266667,Blue Dicks,Blue dick
153896970,34.0127027833,-116.6267,Blue Dicks,Blue dick
155428958,34.1587081597,-117.829230465,Blue Dicks,Blue dick
153895362,39.0026392152,-122.4111720175,Blue Dicks,Blue dick
155380026,38.4498166667,-122.645425,Blue Dicks,Blue dick
153645368,35.23335,-118.7020116667,Blue Dicks,Blue dick
155264912,34.0592353742,-118.5263746095,Blue Dicks,Blue dick
154660828,37.0749222222,-121.9988416667,Blue Dicks,Blue dick
154334416,33.7094189,-116.994347,Blue Dicks,Blue dick
154329127,34.0503611667,-116.5665666667,Blue Dicks,Blue dick
153696224,37.9539216667,-121.8683033333,Blue Dicks,Blue dick
154326118,38.5637865338,-122.6847998204,Blue Dicks,Blue dick
154696516,37.8355013493,-122.4876153497,Blue Dicks,Blue dick
153585620,35.01017133,-119.17234569,Blue Dicks,Blue dick
154710027,37.4593944444,-122.2871472222,Blue Dicks,Blue dick
154710116,37.45945,-122.2860277778,Blue Dicks,Blue dick
154717940,38.0157020483,-122.6627854127,Blue Dicks,Blue dick
154719235,38.8550416667,-122.3969633333,Blue Dicks,Blue dick
154719736,33.6770635004,-117.6535209881,Blue Dicks,Blue dick
154659207,33.0057672046,-117.2613481691,Blue Dicks,Blue dick
154721834,36.6225301847,-121.6950787046,Blue Dicks,Blue dick
154725197,37.712345,-122.1033028333,Blue Dicks,Blue dick
153699537,37.44339847,-121.86106248,Blue Dicks,Blue dick
154316450,36.4768444444,-121.1872472222,Blue Dicks,Blue dick
154315488,36.6273533333,-121.6937716667,Blue Dicks,Blue dick
154739781,34.9526062012,-119.907989502,Blue Dicks,Blue dick
153582285,32.8785705566,-117.2491226196,Blue Dicks,Blue dick
154310600,33.4464480997,-118.4768554997,Blue Dicks,Blue dick
154310042,34.761876,-118.393681,Blue Dicks,Blue dick
154309859,33.83718,-117.7553716667,Blue Dicks,Blue dick
154744816,36.6786166667,-121.8110716667,Blue Dicks,Blue dick
154751955,34.0201029152,-119.6885429331,Blue Dicks,Blue dick
155489411,37.4654142392,-122.2882778943,Blue Dicks,Blue dick
154723543,37.3274640809,-122.2734405126,Blue Dicks,Blue dick
154657860,34.3191303952,-118.2626519725,Blue Dicks,Blue dick
154655742,37.753418964,-122.4002376461,Blue Dicks,Blue dick
153665013,34.0736333333,-118.91253,Blue Dicks,Blue dick
154630030,37.1496305,-121.7920216667,Blue Dicks,Blue dick
154630438,34.1765,-118.0593,Blue Dicks,Blue dick
154631603,36.6656883333,-120.8709116667,Blue Dicks,Blue dick
154631636,37.8093883333,-122.1343966667,Blue Dicks,Blue dick
154631914,36.62256052,-121.69505707,Blue Dicks,Blue dick
153658479,35.98688,-117.3435583333,Blue Dicks,Blue dick
154632587,37.9137833333,-121.9433966667,Blue Dicks,Blue dick
154348785,36.4827893842,-121.1845512508,Blue Dicks,Blue dick
154633726,37.9136716667,-121.9494083333,Blue Dicks,Blue dick
154639413,37.8619085,-122.5602108,Blue Dicks,Blue dick
154639836,34.67055,-120.4181333333,Blue Dicks,Blue dick
154346016,37.4722611111,-122.2803861111,Blue Dicks,Blue dick
154345663,37.8986283333,-122.0067361167,Blue Dicks,Blue dick
153599124,35.3007804179,-120.6974008308,Blue Dicks,Blue dick
154345017,34.1733521177,-118.0459712261,Blue Dicks,Blue dick
154344555,38.4882252778,-121.6912563889,Blue Dicks,Blue dick
154645752,37.8115783333,-122.3716666667,Blue Dicks,Blue dick
154648314,36.6224843097,-121.6951716224,Blue Dicks,Blue dick
154648702,37.8108533333,-122.372475,Blue Dicks,Blue dick
154649314,38.6555755092,-121.1572741718,Blue Dicks,Blue dick
154649505,38.3578866667,-122.5158533333,Blue Dicks,Blue dick
154652652,34.1450632223,-118.9550858787,Blue Dicks,Blue dick
154344544,38.48799,-121.6880208333,Blue Dicks,Blue dick
154652837,37.4591432391,-122.284792228,Blue Dicks,Blue dick
154652857,37.4596477431,-122.2857336541,Blue Dicks,Blue dick
154653789,38.3599526,-122.5163684,Blue Dicks,Blue dick
154654978,38.5632224,-122.7969535997,Blue Dicks,Blue dick
154754647,36.6224966667,-121.6951533333,Blue Dicks,Blue dick
154629282,37.9055947298,-121.9227482209,Blue Dicks,Blue dick
153573057,33.6104083333,-117.7681716667,Blue Dicks,Blue dick
154763124,36.4978783333,-121.76625,Blue Dicks,Blue dick
154230803,33.7524139443,-117.5517888261,Blue Dicks,Blue dick
154230764,34.0053034997,-116.6188164,Blue Dicks,Blue dick
154857176,38.5795733423,-122.7151049837,Blue Dicks,Blue dick
154228003,33.3409533333,-118.3325416667,Blue Dicks,Blue dick
154875739,37.9162533333,-121.9471966667,Blue Dicks,Blue dick
154225696,33.0836481931,-117.2149950571,Blue Dicks,Blue dick
154225491,33.0887078634,-117.2184949928,Blue Dicks,Blue dick
153514936,39.2917466667,-121.1792533333,Blue Dicks,Blue dick
153514656,37.9792166667,-120.2101583333,Blue Dicks,Blue dick
154881354,37.69750752,-122.43086664,Blue Dicks,Blue dick
154224925,38.2751732954,-121.8237462951,Blue Dicks,Blue dick
153513073,34.1528278333,-117.7010116667,Blue Dicks,Blue dick
153526818,34.13116077,-118.2806239094,Blue Dicks,Blue dick
153734582,37.9357,-122.5518283333,Blue Dicks,Blue dick
154221414,33.8377333333,-117.7392416667,Blue Dicks,Blue dick
154888093,33.7059631348,-117.0085830688,Blue Dicks,Blue dick
153738925,36.678945,-121.8104333333,Blue Dicks,Blue dick
154216110,34.0827364514,-117.7977859083,Blue Dicks,Blue dick
153509141,37.6851883426,-122.410955,Blue Dicks,Blue dick
154890537,34.09339285,-118.7473533,Blue Dicks,Blue dick
154891061,38.2076133333,-122.0224221667,Blue Dicks,Blue dick
153507702,38.5469466667,-121.8414616667,Blue Dicks,Blue dick
154214666,38.5187762118,-122.8544982523,Blue Dicks,Blue dick
154893174,35.0168945,-119.5621866667,Blue Dicks,Blue dick
154893268,35.4580166667,-120.6382166667,Blue Dicks,Blue dick
153743222,36.2337883333,-121.7534416667,Blue Dicks,Blue dick
154222764,38.0121654939,-122.1570769697,Blue Dicks,Blue dick
154849599,36.6843633333,-121.78855,Blue Dicks,Blue dick
153527115,37.3564216667,-122.1974633333,Blue Dicks,Blue dick
154841969,32.7781517706,-117.1863767234,Blue Dicks,Blue dick
154765395,33.9826666667,-116.6544283333,Blue Dicks,Blue dick
154771402,33.5640172614,-117.7710619011,Blue Dicks,Blue dick
154299626,33.6743901624,-117.644757433,Blue Dicks,Blue dick
154294830,38.277309932,-121.8260052055,Blue Dicks,Blue dick
154292560,37.969875,-122.6443916667,Blue Dicks,Blue dick
154774515,34.987503,-117.536518,Blue Dicks,Blue dick
154289806,33.60732,-117.7635116667,Blue Dicks,Blue dick
154289253,33.6070333333,-117.7633666667,Blue Dicks,Blue dick
154778808,37.16852,-121.7761533333,Blue Dicks,Blue dick
154281453,37.1718113888,-121.7624729697,Blue Dicks,Blue dick
154780902,32.86045,-116.8850166667,Blue Dicks,Blue dick
154279022,33.2102633809,-117.1956814325,Blue Dicks,Blue dick
153536076,37.5116416667,-121.8110716667,Blue Dicks,Blue dick
154265710,32.8441116667,-117.1436221667,Blue Dicks,Blue dick
153535465,38.2398643492,-122.12968808,Blue Dicks,Blue dick
154257189,38.8244333333,-122.3527966667,Blue Dicks,Blue dick
154256757,37.9299855,-122.1271076427,Blue Dicks,Blue dick
154813779,36.62737755,-121.69376045,Blue Dicks,Blue dick
153532146,38.5925401,-122.5762442997,Blue Dicks,Blue dick
154827482,33.75333,-118.3651883333,Blue Dicks,Blue dick
154234838,34.1782723396,-118.0965809317,Blue Dicks,Blue dick
154833986,37.932675,-120.4569166667,Blue Dicks,Blue dick
154234653,37.4594083333,-122.28717,Blue Dicks,Blue dick
154837525,33.6525993347,-117.4495849609,Blue Dicks,Blue dick
154232406,38.0712484,-122.5906597,Blue Dicks,Blue dick
154838912,33.696155,-117.0210333333,Blue Dicks,Blue dick
154841389,37.2568989722,-121.425443,Blue Dicks,Blue dick
153707071,33.7053310382,-117.0109453567,Blue Dicks,Blue dick
154211854,32.7933491527,-117.1365116869,Blue Dicks,Blue dick
153658182,35.7761383333,-117.9128416667,Blue Dicks,Blue dick
154627909,34.1639046896,-116.4277206841,Blue Dicks,Blue dick
154492479,37.8137133333,-122.35962,Blue Dicks,Blue dick
154492651,37.8136666667,-122.359655,Blue Dicks,Blue dick
153647630,35.1955716667,-118.536775,Blue Dicks,Blue dick
153647644,37.71747,-122.4673533333,Blue Dicks,Blue dick
153647776,35.3907874478,-120.4219849786,Blue Dicks,Blue dick
154497257,32.72462095,-116.99114927,Blue Dicks,Blue dick
154499141,33.9800916667,-116.6563866667,Blue Dicks,Blue dick
153648762,34.2937316895,-119.2261886597,Blue Dicks,Blue dick
154500186,34.3161583333,-118.517525,Blue Dicks,Blue dick
154500414,33.6919388889,-117.6334,Blue Dicks,Blue dick
154500678,35.1563527778,-120.6440805556,Blue Dicks,Blue dick
154501663,34.24493219,-118.29621521,Blue Dicks,Blue dick
154492332,37.813675,-122.359655,Blue Dicks,Blue dick
154390230,34.7342533333,-118.3928216667,Blue Dicks,Blue dick
154503423,34.73706,-120.06441,Blue Dicks,Blue dick
154504260,34.7340583333,-118.3925866667,Blue Dicks,Blue dick
154385866,32.84343,-117.235,Blue Dicks,Blue dick
154382942,36.5493616667,-120.836975,Blue Dicks,Blue dick
154381576,35.243238495,-120.8833218984,Blue Dicks,Blue dick
154380065,37.40998,-121.408873,Blue Dicks,Blue dick
154379719,37.8715383333,-121.9543083333,Blue Dicks,Blue dick
154378983,32.6870166667,-116.85572,Blue Dicks,Blue dick
154377037,36.683685,-121.773335,Blue Dicks,Blue dick
153651872,33.952259622,-117.2661825175,Blue Dicks,Blue dick
154519130,35.4618416667,-120.3365383333,Blue Dicks,Blue dick
154375667,34.2327283333,-118.7670833333,Blue Dicks,Blue dick
154503141,34.7421694444,-120.0611027778,Blue Dicks,Blue dick
153639107,37.4562616667,-122.2480866667,Blue Dicks,Blue dick
154421217,37.286,-122.084175,Blue Dicks,Blue dick
154487435,33.80443,-116.5532966667,Blue Dicks,Blue dick
154447170,38.962181546,-121.1660171023,Blue Dicks,Blue dick
154440734,34.3952825689,-117.2539340165,Blue Dicks,Blue dick
154448953,37.8109335198,-122.3724893202,Blue Dicks,Blue dick
153644844,34.1168166667,-117.9449833333,Blue Dicks,Blue dick
154438481,33.07551858,-116.99593403,Blue Dicks,Blue dick
154438077,38.6351611111,-121.2495972222,Blue Dicks,Blue dick
154437688,32.6711533333,-117.2445366667,Blue Dicks,Blue dick
153642554,37.8688616667,-121.9706216667,Blue Dicks,Blue dick
154459700,37.80820619,-122.36670728,Blue Dicks,Blue dick
154461064,37.8285165196,-122.4822017407,Blue Dicks,Blue dick
154462830,37.7648166667,-122.43927,Blue Dicks,Blue dick
154463112,37.81369819,-122.35971265,Blue Dicks,Blue dick
153642525,37.8677133333,-121.9704916667,Blue Dicks,Blue dick
154463380,34.4263741074,-117.3008785397,Blue Dicks,Blue dick
154463588,34.4263741074,-117.3008785397,Blue Dicks,Blue dick
154464008,34.0587758584,-118.511771345,Blue Dicks,Blue dick
153646308,37.4722472222,-122.2804277778,Blue Dicks,Blue dick
154431147,38.84855,-122.3579466667,Blue Dicks,Blue dick
154472819,37.1911253858,-121.4359761402,Blue Dicks,Blue dick
154472906,37.4590733857,-122.2848706,Blue Dicks,Blue dick
154475599,34.01605555,-117.2443,Blue Dicks,Blue dick
154430084,36.679855,-121.526405,Blue Dicks,Blue dick
154483232,37.8086916667,-122.3658966667,Blue Dicks,Blue dick
153639300,33.6006164551,-117.5106964111,Blue Dicks,Blue dick
154485480,34.1447416667,-118.95793,Blue Dicks,Blue dick
154486044,33.9999541125,-120.0596718761,Blue Dicks,Blue dick
154427515,34.1370166667,-118.3092416667,Blue Dicks,Blue dick
153630973,34.0425507209,-117.0946806404,Blue Dicks,Blue dick
154628361,34.0033147997,-116.6165411,Blue Dicks,Blue dick
154373413,36.6820277778,-121.7709083333,Blue Dicks,Blue dick
154521828,32.6616989,-116.1524059667,Blue Dicks,Blue dick
154587520,36.6224570918,-121.6951447585,Blue Dicks,Blue dick
154590677,33.6863416667,-117.5139783333,Blue Dicks,Blue dick
154590902,38.5329313344,-122.6671521553,Blue Dicks,Blue dick
154593455,36.6228935402,-121.6931740848,Blue Dicks,Blue dick
154598047,38.4897383333,-122.0303028333,Blue Dicks,Blue dick
154361348,34.1766524082,-118.0453113188,Blue Dicks,Blue dick
153654918,37.2245912341,-121.7527178021,Blue Dicks,Blue dick
154360236,38.6190098884,-121.3081447408,Blue Dicks,Blue dick
154605340,37.9903,-122.2080466667,Blue Dicks,Blue dick
154611111,38.7149801269,-121.204364039,Blue Dicks,Blue dick
154613147,33.7521966667,-116.5486,Blue Dicks,Blue dick
154613832,37.7919783333,-122.4566116667,Blue Dicks,Blue dick
154587113,36.62235285,-121.6951133,Blue Dicks,Blue dick
154614607,37.8063716667,-122.17575,Blue Dicks,Blue dick
153655412,37.23653,-121.88108,Blue Dicks,Blue dick
154615740,33.75228,-116.5424116667,Blue Dicks,Blue dick
153613070,38.9349311017,-121.0084922774,Blue Dicks,Blue dick
154618991,36.6789968452,-121.8104875368,Blue Dicks,Blue dick
154619506,37.1014471667,-121.4719916667,Blue Dicks,Blue dick
154621229,37.9313677674,-121.9992231109,Blue Dicks,Blue dick
154622765,36.52262848,-121.93665383,Blue Dicks,Blue dick
153611650,37.3334166667,-122.1027221667,Blue Dicks,Blue dick
153657591,38.4825283333,-122.7161166667,Blue Dicks,Blue dick
154623383,33.7522555556,-116.5485194444,Blue Dicks,Blue dick
154351867,34.1551666652,-118.5851129722,Blue Dicks,Blue dick
154626143,38.5749166667,-121.7482916667,Blue Dicks,Blue dick
153655332,38.6334639722,-121.240092,Blue Dicks,Blue dick
154586950,36.622437449,-121.6950188189,Blue Dicks,Blue dick
154586833,36.6223692147,-121.6951452568,Blue Dicks,Blue dick
154365661,33.0497638889,-117.08085,Blue Dicks,Blue dick
154521860,34.7346722222,-118.3901222222,Blue Dicks,Blue dick
154371973,34.7332466667,-118.3920533333,Blue Dicks,Blue dick
154523960,35.2924533333,-119.8232033333,Blue Dicks,Blue dick
154371903,37.918175,-122.3813033333,Blue Dicks,Blue dick
154524616,36.991075,-122.0481194444,Blue Dicks,Blue dick
153628885,39.00055,-122.4003305556,Blue Dicks,Blue dick
154371832,34.73403,-118.3926,Blue Dicks,Blue dick
154526095,37.407325,-121.7777166667,Blue Dicks,Blue dick
154526400,32.6614092524,-116.154039139,Blue Dicks,Blue dick
154528011,35.1345111117,-119.846969445,Blue Dicks,Blue dick
154371828,36.5492783333,-120.8371583333,Blue Dicks,Blue dick
153626495,37.9689005524,-122.2665669207,Blue Dicks,Blue dick
154535083,32.918894268,-116.8744981479,Blue Dicks,Blue dick
153653212,38.7124114833,-121.1887594788,Blue Dicks,Blue dick
154536277,34.19071267,-118.1025267765,Blue Dicks,Blue dick
154367516,36.682,-121.770845,Blue Dicks,Blue dick
153624201,38.828005,-122.3444883333,Blue Dicks,Blue dick
153623720,38.82795,-122.3450783333,Blue Dicks,Blue dick
153654438,35.8526883333,-117.3798616667,Blue Dicks,Blue dick
154581832,36.622575,-121.6949083333,Blue Dicks,Blue dick
154365998,39.1216916667,-123.2097333333,Blue Dicks,Blue dick
153622121,37.39737646,-120.49551678,Blue Dicks,Blue dick
153622114,33.7122633333,-117.6192633333,Blue Dicks,Blue dick
154586234,36.62242526,-121.69507959,Blue Dicks,Blue dick
154586268,36.6710734,-121.691577,Blue Dicks,Blue dick
154586345,36.6224351339,-121.6949849949,Blue Dicks,Blue dick
154586528,36.62239868,-121.69511381,Blue Dicks,Blue dick
154373403,36.6821583333,-121.7711277778,Blue Dicks,Blue dick
155266363,37.4673,-122.2772216667,Blue Dicks,Blue dick
